,symbol,CARD,DISC,HACK,INSD,PHYS,PORT,STAT,UNKN,IS_EFFECTIVE,MATERIAL_WEAKNESS,SIG_DEFICIENCY,IC_IS_EFFECTIVE,AUDIT_FEES,NON_AUDIT_FEES,TAX_FEES,AUDIT_RELATED_FEES,OTHER_FEES
715,CNL,0,0,0,0,0,0,0,0,12,0,0,24,20453.49,5565.335,4586.128,919.839,59.368
716,CNMD,0,0,0,0,0,0,0,0,12,0,0,24,16164.13,3990.414,3637.614,252.5,100.3
717,CNO,0,0,0,0,0,0,0,0,8,4,2,20,50900,4600,800,3500,300
718,CNOB,0,0,0,0,0,0,0,0,68,4,8,128,16488.792,4414.384,1830.796,1770.44,813.148
719,CNP,0,0,0,0,0,0,0,0,52,0,0,100,275827.6,24532.12,1601.356,21774.884,1155.88
720,CNS,0,0,0,0,0,0,0,0,11,0,0,22,8854.105,1673.479,520.513,1113.309,39.657
721,CNSL,0,0,0,0,0,0,0,0,10,0,2,20,12900,3200,2600,600,0
722,CNTY,0,0,0,0,0,0,0,0,5,0,0,14,5218.956,203.767,203.767,0,0
723,CNX,0,0,0,0,0,0,0,0,12,0,1,24,23320.816,1809.708,459.936,1334.808,14.97
724,CO,0,0,0,0,0,0,0,0,6,0,0,12,5560.822,7.772,7.772,0,0
725,COB,0,0,0,0,0,0,0,0,12,4,3,23,5111.152,1083.563,537.653,493.441,52.469
726,COBZ,0,0,0,0,0,0,0,0,12,0,0,24,5863.75,593.05,289.225,94.8,209.025
727,CODI,0,0,0,0,0,0,0,0,9,0,2,18,30963.77,3656.158,504.057,2108.766,1043.335
728,COF,0,0,0,0,0,0,0,0,12,0,1,24,98930,22790,1580,21210,0
729,COG,0,0,0,0,0,0,0,0,12,0,0,24,16619.577,5065.038,4808.177,246.185,10.676
730,COH,0,0,0,0,0,0,0,0,10,0,1,22,25094.5,4721,2478,2197,46
731,COHR,0,0,0,0,0,0,0,0,8,1,0,21,25003.84,1849.236,743.767,971.094,134.375
732,COHU,0,0,0,0,0,0,0,0,12,0,0,24,12419,1491,1392,99,0
733,COKE,0,0,0,0,0,0,0,0,12,0,0,24,9403.629,4825.802,318.365,1631.175,2876.256
734,COL,0,0,0,0,0,0,0,0,8,0,1,22,38506,5330,1176,4083,71
735,COLB,0,0,0,0,0,0,0,0,12,0,1,24,11703.572,928.964,317.532,587.37,24.062
736,COLM,0,0,0,0,0,0,0,0,12,0,4,24,17922.224,4430.557,3441.919,988.638,0
737,COMM,0,0,0,0,0,0,0,0,2,0,2,4,12954,3846,2080,1766,0
738,CONE,0,0,0,0,0,0,0,0,2,0,0,4,2395.34,768.91,71.299,697.611,0
739,CONN,0,0,0,0,0,0,0,0,13,0,3,25,10797.905,1961.664,662.731,1128.772,170.161
740,COO,0,0,0,0,0,0,0,0,10,1,1,21,44274.68,447.058,159.058,0,288
741,COOL,0,0,0,0,0,0,0,0,3,0,0,6,1393.161,71.995,25,41.865,5.13
742,COP,0,0,0,0,0,0,0,0,12,0,0,24,184000,36900,8600,28300,0
743,COR,0,0,0,0,0,0,0,0,5,0,0,10,3739.2,199.75,0,199.75,0
744,CORE,0,0,0,0,0,0,0,0,10,1,2,21,27243.72,711.697,345.563,321.134,45
745,CORT,0,0,0,0,0,0,0,0,6,0,0,12,5274,137,137,0,0
746,COSI,0,0,0,0,0,0,0,0,5,0,0,9,2128.121,305.324,266.545,38.779,0
747,COST,0,0,0,0,0,0,0,0,11,0,0,22,49803.17,7108.108,3500.038,3206.31,401.76
748,COT,0,0,0,0,0,0,0,0,10,4,6,27,37152.13,11795.685,2618.358,9107.377,69.95
749,COTY,0,0,0,0,0,0,0,0,2,0,0,4,14530,6156,4000,745,1411
750,COWN,0,0,0,0,0,0,0,0,6,0,0,14,27249.02,4775.739,3121.91,1628.833,25
751,CPB,0,0,0,0,0,0,0,0,12,0,5,24,55994,12003,8992,2897,114
752,CPE,0,0,0,0,0,0,0,0,12,1,0,23,5739.344,343.835,222.235,0,121.6
753,CPF,0,0,0,0,0,0,0,0,11,1,0,23,14672.85,2895.22,1433.1,1388.4,73.72
754,CPG,0,0,0,0,0,0,0,0,2,0,0,4,1693.171,466.191,62.959,247.732,155.498
755,CPHD,0,0,0,0,0,0,0,0,13,0,2,24,12822.884,489.65,235.2,251.45,3
756,CPIX,0,0,0,0,0,0,0,0,5,0,0,10,1633,37.583,0,0,37.583
757,CPK,0,0,0,0,0,0,0,0,12,0,4,24,7644.058,1207.204,171.768,1035.436,0
758,CPLA,0,0,0,0,0,0,0,0,9,0,0,18,5598.912,190.007,55.56,84.782,49.665
759,CPLP,0,0,0,0,0,0,0,0,8,0,0,16,4000.6,399.4,399.4,0,0
760,CPN,0,0,0,0,0,0,0,0,10,2,3,22,110300,8100,200,6300,1600
761,CPPL,0,0,0,0,0,0,0,0,1,0,0,2,2500,0,0,0,0
762,CPRX,0,0,0,0,0,0,0,0,2,0,0,4,443.2,0,0,0,0
763,CPS,0,0,0,0,0,0,0,0,6,0,1,12,19403,7645,6182,1226,237
764,CPSI,0,0,0,0,0,0,0,0,12,0,0,24,6161.175,1702.227,483.634,1178.724,39.869
765,CPSS,0,0,0,0,0,0,0,0,5,0,0,10,4505.9,2836.185,1960.23,875.955,0
766,CPST,0,0,0,0,0,0,0,0,10,2,1,22,8137,2878,1301,1517,60
767,CPT,0,0,0,0,0,0,0,0,12,0,0,24,15496.97,2244.107,1946.082,69.6,228.425
768,CR,0,0,0,0,0,0,0,0,12,0,2,24,48996,10693,7218,2980,495
769,CRAI,0,0,0,0,0,0,0,0,9,3,0,21,15748.028,1968.858,1136.539,787.439,44.878
770,CRAY,0,0,0,0,0,0,0,0,11,1,2,23,7344.248,257,228,29,0
771,CREE,0,0,0,0,0,0,0,0,11,0,3,22,16969.878,3513.303,2773.516,721.781,18.006
772,CRH,0,0,0,0,0,0,0,0,10,0,8,20,193706.8,41853.44,12232.384,28062.94,1558.152
773,CRI,0,0,0,0,0,0,0,0,9,1,1,24,16208.512,1857.634,945.78,856.244,55.61
774,CRIS,0,0,0,0,0,0,0,0,12,0,0,24,4660.55,311.719,37.76,176.5,97.459
775,CRK,0,0,0,0,0,0,0,0,11,1,0,23,12887.446,618.568,186.712,431.856,0
776,CRL,0,0,0,0,0,0,0,0,10,1,2,23,45836.93,15004.208,5037.583,9825.735,140.883
777,CRM,0,0,0,0,0,0,0,0,11,0,1,22,48393.23,15661.134,7318.965,8342.178,0
778,CRME,0,0,0,0,0,0,0,0,8,0,0,15,3904.047,556.655,288.892,262.703,5.06
779,CRMT,0,0,0,0,0,0,0,0,11,1,0,23,3600.291,76.539,56.337,20.202,0
780,CRNT,0,0,0,0,0,0,0,0,8,1,2,17,4726.018,1925.948,907.341,10,1008.607
781,CROX,0,0,0,0,0,0,0,0,8,1,0,17,19765.5,4194.158,2812.513,1381.645,0
782,CRR,0,0,0,0,0,0,0,0,12,0,0,24,7646.67,1190.644,885.149,252.166,19.941
783,CRS,0,0,0,0,0,0,0,0,11,0,0,22,12495.398,4534.969,3845.712,632.102,57.155
784,CRT,0,0,0,0,0,0,0,0,12,0,0,24,1004.274,0,0,0,0
785,CRTO,0,0,0,0,0,0,0,0,2,0,0,4,3841.91,15,15,0,0
786,CRUS,0,0,0,0,0,0,0,0,13,0,3,25,9194.283,3356.968,2919.806,431.292,5.873
787,CRVL,0,0,0,0,0,0,0,0,8,5,2,19,7071.806,663.034,131.212,52.5,314.727
788,CRY,0,0,0,0,0,0,0,0,12,0,2,24,6805,1111,448,336,327
789,CRZO,0,0,0,0,0,0,0,0,10,3,0,23,7721.713,193.702,186.694,0,7.008
790,CSBK,0,0,0,0,0,0,0,0,3,0,0,6,485.391,30.917,30.917,0,0
791,CSC,0,0,0,0,0,0,0,0,10,4,4,24,162155,78179.1,46837,30496.08,846
792,CSCD,0,0,0,0,0,0,0,0,7,0,1,14,4108.5,233.245,165.245,68,0
793,CSCO,0,0,0,0,0,0,0,0,11,0,0,22,182105,58087,35395,20392,2300
794,CSFL,0,0,0,0,0,0,0,0,11,1,3,23,4058.637,1069.417,76.1,972.883,20.434
795,CSGP,0,0,0,0,0,0,0,0,12,0,1,24,12424.773,1070.917,644.709,421.208,5
796,CSGS,0,0,0,0,0,0,0,0,12,0,1,24,13944.015,3444.473,2856.814,585.159,2.5
797,CSH,0,0,0,0,0,0,0,0,12,0,0,24,12554.228,6304.545,849.415,5365.51,89.627
798,CSII,0,0,0,0,0,0,0,0,6,0,0,12,2268.951,46.9,37.9,0,9
799,CSL,0,0,0,0,0,0,0,0,12,0,5,24,36137.33,6070.183,3217.236,2838.957,13.99
800,CSOD,0,0,0,0,0,0,0,0,4,0,2,8,7556,2456,1673,767,16
801,CSS,0,0,0,0,0,0,0,0,12,0,0,24,10630.47,1222.164,1161.064,61.1,0
802,CST,0,0,0,0,0,0,0,0,2,0,1,4,3102.05,29.4,29.4,0,0
803,CSTE,0,0,0,0,0,0,0,0,2,0,0,4,1190,581,231,219,131
804,CSU,0,0,0,0,0,0,0,0,11,1,0,23,9857.91,425.497,78.84,346.657,0
805,CSV,0,0,0,0,0,0,0,0,11,0,0,22,7876.53,453.366,0,371.156,82.21
806,CSWC,0,0,0,0,0,0,0,0,13,0,2,25,1612.278,971.094,293.987,338.957,338.15
807,CSX,0,0,0,0,0,0,0,0,12,0,0,24,32229.5,5414.25,1129,3431.25,854
808,CTAS,0,0,0,0,0,0,0,0,11,0,0,22,8828.745,4800.75,3310.281,1443.288,47.181
809,CTB,0,0,0,0,0,0,0,0,12,2,3,28,25445.01,7558.634,4571.541,2853.92,133.174
810,CTBI,0,0,0,0,0,0,0,0,12,0,2,24,4404.4,1146.939,474.676,672.263,0
811,CTCM,0,0,0,0,0,0,0,0,9,0,0,18,7911.062,1137.275,466.655,430.464,240.156
812,CTG,0,0,0,0,0,0,0,0,11,1,0,23,6187.725,56.407,10.9,0,45.507
813,CTHR,0,0,0,0,0,0,0,0,3,0,0,6,1249,86,86,0,0
814,CTIC,0,0,0,0,0,0,0,0,11,1,3,23,8044,231,5,226,0
815,CTL,0,0,0,0,0,0,0,0,12,0,1,24,71348.31,12217.142,9322.313,2556.987,337.847
816,CTRN,0,0,0,0,0,0,0,0,10,0,0,20,8651.931,5,0,5,0
817,CTS,0,0,0,0,0,0,0,0,11,1,3,23,17507.155,576.192,271.331,271.295,33.566
818,CTSH,0,0,0,0,0,0,0,0,12,0,2,24,30296.1,12221.7,6513.4,3330.6,2377.7
819,CTT,0,0,0,0,0,0,0,0,2,0,0,4,916.2,220.273,175.273,45,0
820,CTWS,0,0,0,0,0,0,0,0,12,0,2,24,4691.353,789.413,368.608,232.405,122
821,CTXS,0,0,0,0,0,0,0,0,12,0,1,24,48066.84,28215.16,24733.06,3357.098,125
822,CUB,0,0,0,0,0,0,0,0,10,2,3,23,28423,3054.9,2019.8,1013.1,22
823,CUBE,0,0,0,0,0,0,0,0,10,1,0,21,9785.577,4017.832,2755.94,1261.892,0
824,CUBI,0,0,0,0,0,0,0,0,4,0,0,8,1116.049,343.555,68.793,274.762,0
825,CUI,0,0,0,0,0,0,0,0,0,5,0,5,1799.85,306.058,113.951,51.835,140.272
826,CUK,0,0,0,0,0,0,0,0,12,0,0,24,0,0,0,0,0
827,CUTR,0,0,0,0,0,0,0,0,11,0,0,22,6275.379,354.038,318.238,11.2,24.6
828,CUZ,0,0,0,0,0,0,0,0,13,0,0,26,11466.523,7807.311,7600.311,207,0
829,CVA,0,0,0,0,0,0,0,0,10,2,3,22,48667,6753,2539,4154,60
830,CVBF,0,0,0,0,0,0,0,0,13,0,1,24,8492.133,1070.658,741.042,323.516,6.1
831,CVCO,0,0,0,0,0,0,0,0,11,0,2,22,7444.529,2052.392,1475.138,560.839,16.415
832,CVCY,0,0,0,0,0,0,0,0,2,0,0,4,604,206.075,80,73,53.075
833,CVG,0,0,0,0,0,0,0,0,12,0,1,24,24780.58,15484.344,3711.277,11698.569,74.5
834,CVGI,0,0,0,0,0,0,0,0,10,1,2,21,14862.16,6072.614,4694.335,862.835,515.444
835,CVGW,0,0,0,0,0,0,0,0,10,1,1,20,12391,2994,2899,95,0
836,CVI,0,0,0,0,0,0,0,0,8,0,2,16,22363.6,1854,1269,322,263
837,CVLT,0,0,0,0,0,0,0,0,9,0,0,18,10256,4109,3956,153,0
838,CVLY,0,0,0,0,0,0,0,0,2,0,0,4,334.277,18.532,18.532,0,0
839,CVO,0,0,0,0,0,0,0,0,12,0,1,24,19836.94,6403.463,549.024,5854.437,0
840,CVRR,0,0,0,0,0,0,0,0,3,0,0,6,3414.1,30,0,30,0
841,CVTI,0,0,0,0,0,0,0,0,6,0,0,12,3326.74,1154.699,1102.699,52,0
842,CVX,0,0,0,0,0,0,0,0,12,0,0,24,297700,50900,22400,25700,2800
843,CW,0,0,0,0,0,0,0,0,12,0,2,24,36029.3,5127.214,3035.904,1998.31,93
844,CWCO,0,0,0,0,0,0,0,0,10,2,0,23,4517.967,241.747,27,211.747,3
845,CWEI,0,0,0,0,0,0,0,0,12,0,0,24,10665,1130.023,272.523,790,0
846,CWST,0,0,0,0,0,0,0,0,13,0,0,26,14792.026,536.968,359.081,141.024,36.863
847,CWT,0,0,0,0,0,0,0,0,11,0,0,24,11990.29,1235.789,92.248,847.041,296.5
848,CXDC,0,0,0,0,0,0,0,0,0,2,0,2,2633.6,169.321,83.053,41.594,44.674
849,CXO,0,0,0,0,0,0,0,0,8,0,2,16,6815.874,1459.042,877.304,581.738,0
850,CXP,0,0,0,0,0,0,0,0,3,0,0,6,2747.973,439.717,439.717,0,0
851,CXW,0,0,0,0,0,0,0,0,48,0,0,96,49368.124,21729.268,18983.276,2662.552,83.44
852,CY,0,0,0,0,0,0,0,0,12,0,3,24,34410.78,15963.468,13734.74,2228.731,0
853,CYBE,0,0,0,0,0,0,0,0,5,0,0,10,1496.084,550.526,430.577,119.949,0
854,CYCC,0,0,0,0,0,0,0,0,5,2,2,12,3602.579,541.6,541.6,0,0
855,CYNO,0,0,0,0,0,0,0,0,10,0,2,20,7221.253,2815.064,1567.085,1236.009,11.97
856,CYRN,0,0,0,0,0,0,0,0,4,0,1,8,580,192.5,192.5,0,0
857,CYS,0,0,0,0,0,0,0,0,6,0,0,12,4284.95,565.829,553.473,0,12.356
858,CYTK,0,0,0,0,0,0,0,0,11,0,0,22,6311.867,478.55,33.55,431.5,13.5
859,CYTR,0,0,0,0,0,0,0,0,7,3,0,17,4513.255,2558.132,684.87,1873.262,0
860,CYTX,0,0,0,0,0,0,0,0,8,1,1,17,4992.096,882.685,515.485,367.2,0
861,CZNC,0,0,0,0,0,0,0,0,12,0,0,24,1973.502,410.733,184.948,21.046,77.789
862,CZR,0,0,0,0,0,0,0,0,11,1,2,23,118469.8,16361.226,7302.826,8689.1,369.3
863,DAC,0,0,0,0,0,0,0,0,9,0,0,18,4772,266.7,5.2,261.5,0
864,DAKT,0,0,0,0,0,0,0,0,11,0,0,22,5368.289,317.728,33.664,264.326,19.738
865,DAL,0,0,0,0,0,0,0,0,12,0,4,24,53524.7,15345.503,12742.628,1809.88,793
866,DAN,0,0,0,0,0,0,0,0,11,2,1,23,121100,36400,8000,26800,1200
867,DANG,0,0,0,0,0,0,0,0,4,1,2,9,2488.2,1053.008,0,1053.008,0
868,DAR,0,0,0,0,0,0,0,0,11,1,5,23,24261.6,3638,227,3219,192
869,DATA,0,0,0,0,0,0,0,0,2,0,0,4,3016,692,634,0,58
870,DAVE,0,0,0,0,0,0,0,0,8,0,0,16,1974.139,450.351,339,102.351,9
871,DCI,0,0,0,0,0,0,0,0,10,1,2,21,24901.83,1379.812,790.566,563.196,26.05
872,DCIX,0,0,0,0,0,0,0,0,5,0,0,10,1480.5,0,0,0,0
873,DCO,0,0,0,0,0,0,0,0,10,2,2,22,16618.995,3974.787,3521.303,291.124,106.76
874,DCOM,0,0,0,0,0,0,0,0,12,0,0,24,5391.7,3149.453,1160.5,1988.953,0
875,DCT,0,0,0,0,0,0,0,0,10,0,0,20,9334.346,979.395,0,973.41,5.985
876,DCTH,0,0,0,0,0,0,0,0,7,0,0,14,1087.966,982.079,476.054,506.025,0
877,DD,0,0,0,0,0,0,0,0,12,0,0,24,201900,66200,8400,44500,13300
878,DDD,0,0,0,0,0,0,0,0,40,8,4,88,62404,2552,348,2060,144
879,DDE,0,0,0,0,0,0,0,0,12,0,0,24,4965.658,0.833,0,0.833,0
880,DDR,0,0,0,0,0,0,0,0,12,0,0,24,22631.68,16127.777,4628.999,10590.688,908.097
881,DDS,0,0,0,0,0,0,0,0,12,0,1,24,16936.77,1797.599,811.689,963.41,22.5
882,DE,0,0,0,0,0,0,0,0,10,0,1,22,153085,8974,230,8744,0
883,DECK,0,0,0,0,0,0,0,0,12,0,1,24,16234,1646,1418,228,0
884,DEI,0,0,0,0,0,0,0,0,9,0,0,18,8637.499,6833.95,6829.95,4,0
885,DEL,0,0,0,0,0,0,0,0,13,0,0,25,6546.589,1775.165,1005.848,762.717,6.6
886,DENN,0,0,0,0,0,0,0,0,11,1,0,23,7516.25,789.197,113.442,675.755,0
887,DEPO,0,0,0,0,0,0,0,0,12,0,0,24,8036.8,673.715,125,548.715,0
888,DEST,0,0,0,0,0,0,0,0,11,0,0,22,8728.222,2753.953,2641.372,112.581,0
889,DF,0,0,0,0,0,0,0,0,12,0,1,24,67753,51398,6957,41403,3038
890,DFT,0,0,0,0,0,0,0,0,8,0,0,16,6249.325,1526.588,0,1526.588,0
891,DG,0,0,0,0,0,0,0,0,8,1,0,17,20572.95,10709.301,10432.036,236.925,40.335
892,DGAS,0,0,0,0,0,0,0,0,10,0,0,22,2780.491,585.031,236.086,253.54,95.405
893,DGI,0,0,0,0,0,0,0,0,5,1,1,11,12171.72,341.725,48.024,17.125,276.576
894,DGICA,0,0,0,0,0,0,0,0,11,1,0,23,9394.452,361.605,0,28,333.605
895,DGII,0,0,0,0,0,0,0,0,10,1,5,21,8154.779,738.8,658.165,80.635,0
896,DGLY,0,0,0,0,0,0,0,0,1,0,0,2,178.855,23.149,20.515,2.634,0
897,DHI,0,0,0,0,0,0,0,0,11,0,1,22,16665.6,746.176,167.25,578.926,0
898,DHIL,0,0,0,0,0,0,0,0,10,0,0,20,872.3,410.78,325.65,13.63,71.5
899,DHR,0,0,0,0,0,0,0,0,12,0,4,24,160724.8,58365.91,47384,10981.9,0
900,DHX,0,0,0,0,0,0,0,0,8,0,4,16,3884.949,730.093,499.437,179.195,51.461
901,DIN,0,0,0,0,0,0,0,0,10,0,0,24,15439.248,5836.859,4041.959,1380.7,414.2
902,DIOD,0,0,0,0,0,0,0,0,11,1,2,23,9981.35,1508.469,600,704.469,204
903,DIS,0,0,0,0,0,0,0,0,11,0,0,24,213900,80200,47500,32400,300
904,DISH,0,0,0,0,0,0,0,0,12,0,2,24,23990.33,9493.941,7659.98,1833.968,0
905,DJCO,0,0,0,0,0,0,0,0,1,2,1,3,1245,0,0,0,0
906,DK,0,0,0,0,0,0,0,0,9,0,1,18,20553.73,2480.821,1139.839,1340.982,0
907,DKL,0,0,0,0,0,0,0,0,3,0,0,6,2464.272,45.96,45.96,0,0
908,DKS,0,0,0,0,0,0,0,0,13,0,1,25,12322.695,5664.094,4100.562,1454.732,108.8
909,DL,0,0,0,0,0,0,0,0,7,0,1,14,3527.549,2411.407,89.956,2321.451,0
910,DLB,0,0,0,0,0,0,0,0,10,0,0,20,25794.66,5953.615,1245.081,595.04,4113.491
911,DLPH,0,0,0,0,0,0,0,0,5,0,3,10,62500,30900,20400,9400,1100
912,DLR,0,0,0,0,0,0,0,0,12,0,0,24,21902.77,9698.15,694.536,5883.836,3119.769
913,DLX,0,0,0,0,0,0,0,0,12,0,0,24,20113.36,1810.729,679.7,1006.224,124.805
914,DM,0,0,0,0,0,0,0,0,1,0,1,2,730,0,0,0,0
915,DMD,0,0,0,0,0,0,0,0,4,0,0,8,10234,3139.907,1197.707,1920,22.2
916,DMLP,0,0,0,0,0,0,0,0,12,0,1,24,2896.506,6.36,0,3.36,3
917,DMRC,0,0,0,0,0,0,0,0,7,0,1,14,2315.076,153.119,67.11,28.356,57.653
918,DNKN,0,0,0,0,0,0,0,0,3,0,0,8,6601.51,2004.261,1213.774,712.487,78
919,DNOW,0,0,0,0,0,0,0,0,1,0,1,2,1974.71,156.162,69.167,86.995,0
920,DNR,0,0,0,0,0,0,0,0,12,0,1,24,19075.643,366.81,279.929,44.57,42.311
921,DO,0,0,0,0,0,0,0,0,12,0,0,24,20532.6,1635.2,1178.2,417,40
922,DOC,0,0,0,0,0,0,0,0,1,0,0,2,710,516.33,244.33,272,0
923,DOOR,0,0,0,0,0,0,0,0,2,0,0,4,6389.32,672.296,372.939,293.357,6
924,DORM,0,0,0,0,0,0,0,0,12,0,1,24,6654.947,2369.612,2147.957,90,131.655
925,DOV,0,0,0,0,0,0,0,0,12,0,0,24,111817.3,13169.472,9602.662,1865,1701.81
926,DOW,0,0,0,0,0,0,0,0,12,0,3,24,268093,136504,86441,50058,5
927,DPM,0,0,0,0,0,0,0,0,10,0,1,20,19000,0,0,0,0
928,DPS,0,0,0,0,0,0,0,0,7,0,0,14,24682,442,80,362,0
929,DPZ,0,0,0,0,0,0,0,0,11,0,0,22,13538,1085,166,901,18
930,DQ,0,0,0,0,0,0,0,0,2,1,0,5,2801,0,0,0,0
931,DRAD,0,0,0,0,0,0,0,0,4,0,0,8,1439.6,679.8,454.5,225.3,0
932,DRD,0,0,0,0,0,0,0,0,7,1,1,15,8573.859,171.883,62.264,13.831,95.788
933,DRE,0,0,0,0,0,0,0,0,12,0,0,24,12733.453,416.548,39.262,377.286,0
934,DRH,0,0,0,0,0,0,0,0,10,0,0,20,4954.44,2080.582,0,2080.582,0
935,DRI,0,0,0,0,0,0,0,0,11,0,0,22,22367.1,6938.672,5456.284,1096.25,386.138
936,DRII,0,0,0,0,0,0,0,0,2,0,0,4,3349,497,0,497,0
937,DRQ,0,0,0,0,0,0,0,0,12,0,0,24,14618.68,52.34,0,43.74,8.6
938,DRRX,0,0,0,0,0,0,0,0,12,0,0,24,10300.239,756.369,698.808,41.381,16.18
939,DSCI,0,0,0,0,0,0,0,0,3,0,0,6,1939,884.224,628.359,255.865,0
940,DSGX,0,0,0,0,0,0,0,0,7,0,0,18,4338.679,1041.011,31.609,930.018,79.384
941,DSPG,0,0,0,0,0,0,0,0,12,0,0,24,4205.5,2002.302,1486.757,290.5,225.045
942,DST,0,0,0,0,0,0,0,0,12,0,1,24,44366.44,56904.34,31102.72,25671.485,130.108
943,DSW,0,0,0,0,0,0,0,0,10,0,0,20,11752.906,1827.491,194.786,720.965,911.74
944,DSX,0,0,0,0,0,0,0,0,9,0,0,18,5518.511,408.212,0,313.78,94.432
945,DTE,0,0,0,0,0,0,0,0,12,0,1,24,77364.28,15140.869,3551.233,6306.544,5283.087
946,DTLK,0,0,0,0,0,0,0,0,5,0,0,10,1807.4,232,0,232,0
947,DTSI,0,0,0,0,0,0,0,0,9,3,1,21,9279.083,2313.1,1046.858,575.642,690.6
948,DUK,0,0,0,0,0,0,0,0,10,0,1,20,111312,33526,7205,25841,480
949,DV,0,0,0,0,0,0,0,0,11,0,1,22,22831.48,5313.649,4179.734,1106.72,27.195
950,DVA,0,0,0,0,0,0,0,0,12,0,1,24,32763.13,12454.044,2738.454,9691.694,23.9
951,DVAX,0,0,0,0,0,0,0,0,11,0,0,22,9217.965,459.544,158.359,281.5,19.685
952,DVD,0,0,0,0,0,0,0,0,8,1,1,17,4070.3,30.267,28.6,1.667,0
953,DVN,0,0,0,0,0,0,0,0,12,0,0,24,40473.5,8531.527,2825.476,5083.051,623
954,DW,0,0,0,0,0,0,0,0,12,0,8,24,12300.68,810.835,262.335,519,29.5
955,DWA,0,0,0,0,0,0,0,0,11,0,1,22,25699.11,3229.514,2078.714,694,456.8
956,DWCH,0,0,0,0,0,0,0,0,2,0,0,4,694.1,0,0,0,0
957,DWRE,0,0,0,0,0,0,0,0,2,1,1,5,4015.83,1143.62,581.081,498.328,64.211
958,DWSN,0,0,0,0,0,0,0,0,7,0,2,14,2070.814,745.533,477.103,186.71,81.72
959,DX,0,0,0,0,0,0,0,0,8,0,0,18,3298.325,92.88,0,7,85.88
960,DXCM,0,0,0,0,0,0,0,0,10,0,0,20,6980.636,544.685,253.14,193.58,97.965
961,DXPE,0,0,0,0,0,0,0,0,9,0,4,22,6366.878,40.3,0.3,40,0
962,DXYN,0,0,0,0,0,0,0,0,10,0,1,19,7673.151,136.102,62.508,0,73.594
963,DY,0,0,0,0,0,0,0,0,10,0,4,22,28798.5,523.32,383.394,139.926,0
964,DYN,0,0,0,0,0,0,0,0,10,0,0,20,25072,4482,266,4197,19
965,EA,0,0,0,0,0,0,0,0,7,0,0,24,50881,7918,6648,428,655
966,EAT,0,0,0,0,0,0,0,0,10,0,0,22,7781.15,1996.8,1648.3,183.5,165
967,EBF,0,0,0,0,0,0,0,0,11,1,2,23,8976.463,1310.166,1189.069,116.4,4.697
968,EBIX,0,0,0,0,0,0,0,0,9,0,8,18,3726.774,1625.904,112.2,961.274,552.43
969,EBS,0,0,0,0,0,0,0,0,9,0,4,18,14924.541,4539.218,3541.807,997.414,0
970,EBSB,0,0,0,0,0,0,0,0,2,0,0,6,1174.5,263.85,99,104.85,60
971,EBTC,0,0,0,0,0,0,0,0,12,0,0,24,4131.7,416.1,318.48,32.252,16.5
972,EC,0,0,0,0,0,0,0,0,7,1,2,13,20575,3679.164,418.436,2171.261,1089.464
973,ECA,0,0,0,0,0,0,0,0,9,0,2,20,34232.72,12391.144,7153.379,5125.29,112.474
974,ECHO,0,0,0,0,0,0,0,0,5,1,1,11,6647.43,265.38,0,265.38,0
975,ECL,0,0,0,0,0,0,0,0,12,0,4,24,99633,16578,14316,2259,3
976,ECOL,0,0,0,0,0,0,0,0,12,0,3,24,4994.282,921.195,450.784,405.944,12.262
977,ECPG,0,0,0,0,0,0,0,0,12,0,4,24,10722.282,1109.631,270,839.631,0
978,ECT,0,0,0,0,0,0,0,0,5,0,2,10,651.725,1013.17,1013.17,0,0
979,ECTE,0,0,0,0,0,0,0,0,3,0,0,6,412.051,113.01,6.85,106.16,0
980,ECYT,0,0,0,0,0,0,0,0,4,0,0,8,2205.9,504.85,504.85,0,0
981,ED,0,0,0,0,0,0,0,0,12,0,3,24,52084.06,7405.376,199.207,6932.072,274.097
982,EDAP,0,0,0,0,0,0,0,0,2,0,0,4,722.083,4.254,0,4.254,0
983,EDE,0,0,0,0,0,0,0,0,12,0,1,24,9011.259,1068.534,55.045,1002.989,10.5
984,EDGW,0,0,0,0,0,0,0,0,5,0,2,10,2538.696,464.31,174.14,290.17,0
985,EDR,0,0,0,0,0,0,0,0,11,2,5,24,13065.157,2000.493,1743.78,192.67,64.043
986,EDU,0,0,0,0,0,0,0,0,8,0,0,16,9727,2453,498,1955,0
987,EE,0,0,0,0,0,0,0,0,12,0,0,24,12726,4241,175,4066,0
988,EEFT,0,0,0,0,0,0,0,0,12,0,2,24,19756.33,1556.041,819.255,637.363,99.423
989,EEP,0,0,0,0,0,0,0,0,11,1,1,23,37946.83,9429.868,8637.868,792,0
990,EEQ,0,0,0,0,0,0,0,0,12,1,0,24,1290.9,0,0,0,0
991,EFC,0,0,0,0,0,0,0,0,5,0,0,10,5648.475,562.686,488.355,56.22,18.111
992,EFII,0,0,0,0,0,0,0,0,12,0,7,24,21329.46,6811.734,3130.191,3514,167.543
993,EFSC,0,0,0,0,0,0,0,0,11,1,1,23,6021.505,561.379,175.02,386.359,0
994,EGAN,0,0,0,0,0,0,0,0,2,0,0,4,1137.705,166,39,127,0
995,EGBN,0,0,0,0,0,0,0,0,12,0,0,24,1926.769,715.478,191.06,523.443,0.975
