symbol,emp,inc,sales,cap,gvkey,datadate,fyear,date,CARD,DISC,HACK,INSD,PHYS,PORT,STAT,UNKN
C,337,21538,146905,NA,3243,20061231,2006,2011.627397,0,0,0,0,0,0,0,1
C,337,21538,146905,NA,3243,20061231,2006,2007.60274,0,0,0,0,0,1,0,0
C,337,21538,146905,NA,3243,20061231,2006,2006.750685,0,0,0,0,0,1,0,0
C,337,21538,146905,NA,3243,20061231,2006,2005.427397,0,0,0,0,0,1,0,0
C,251,13673,92543,157853.8527,3243,20131231,2013,2011.627397,0,0,0,0,0,0,0,1
C,251,13673,92543,157853.8527,3243,20131231,2013,2007.60274,0,0,0,0,0,1,0,0
C,251,13673,92543,157853.8527,3243,20131231,2013,2006.750685,0,0,0,0,0,1,0,0
C,251,13673,92543,157853.8527,3243,20131231,2013,2005.427397,0,0,0,0,0,1,0,0
C,260,10602,111465,NA,3243,20101231,2010,2011.627397,0,0,0,0,0,0,0,1
C,260,10602,111465,NA,3243,20101231,2010,2007.60274,0,0,0,0,0,1,0,0
C,260,10602,111465,NA,3243,20101231,2010,2006.750685,0,0,0,0,0,1,0,0
C,260,10602,111465,NA,3243,20101231,2010,2005.427397,0,0,0,0,0,1,0,0
C,266,11067,102587,NA,3243,20111231,2011,2011.627397,0,0,0,0,0,0,0,1
C,266,11067,102587,NA,3243,20111231,2011,2007.60274,0,0,0,0,0,1,0,0
C,266,11067,102587,NA,3243,20111231,2011,2006.750685,0,0,0,0,0,1,0,0
C,266,11067,102587,NA,3243,20111231,2011,2005.427397,0,0,0,0,0,1,0,0
CAH,46.5,1151.6,99512.4,10998,2751,20090630,2009,2010.706849,0,0,0,0,0,1,0,0
CAH,55,1050.7,74910.7,24540.596,2751,20050630,2005,2010.706849,0,0,0,0,0,1,0,0
CAH,55,1000.1,81363.6,26426.764,2751,20060630,2006,2010.706849,0,0,0,0,0,1,0,0
CAH,47.6,1300.6,91091.4,18419.218,2751,20080630,2008,2010.706849,0,0,0,0,0,1,0,0
CAH,31.2,642.2,98502.8,11978.604,2751,20100630,2010,2010.706849,0,0,0,0,0,1,0,0
CAH,43.5,1931.1,86852,26002.584,2751,20070630,2007,2010.706849,0,0,0,0,0,1,0,0
CAH,31.9,959,102644.2,15946.962,2751,20110630,2011,2010.706849,0,0,0,0,0,1,0,0
CAH,34,1166,91084,23104.72,2751,20140630,2014,2010.706849,0,0,0,0,0,1,0,0
CAH,37.3,1427,121546,25119.22,2751,20160630,2016,2010.706849,0,0,0,0,0,1,0,0
CAH,32.5,1069,107552,14406,2751,20120630,2012,2010.706849,0,0,0,0,0,1,0,0
CAH,33.6,334,101093,16000.8,2751,20130630,2013,2010.706849,0,0,0,0,0,1,0,0
CAH,34.5,1215,102531,27437.2,2751,20150630,2015,2010.706849,0,0,0,0,0,1,0,0
CAT,105.7,2102,47011,39574.6031,2817,20151231,2015,2007.317808,0,0,0,0,0,1,0,0
CAT,125.099,4928,60138,58666.4898,2817,20111231,2011,2007.317808,0,0,0,0,0,1,0,0
CAT,94.593,3537,41517,39607.4046,2817,20061231,2006,2007.317808,0,0,0,0,0,1,0,0
CAT,125.341,5681,65875,58697.9583,2817,20121231,2012,2007.317808,0,0,0,0,0,1,0,0
CAT,118.501,3789,55656,57920.6158,2817,20131231,2013,2007.317808,0,0,0,0,0,1,0,0
CAT,85.116,2854,36339,38756.0444,2817,20051231,2005,2007.317808,0,0,0,0,0,1,0,0
CAT,101.333,3541,44958,45276.4967,2817,20071231,2007,2007.317808,0,0,0,0,0,1,0,0
CAT,114.233,3695,55184,55482.4655,2817,20141231,2014,2007.317808,0,0,0,0,0,1,0,0
CAT,93.813,895,32396,35602.9638,2817,20091231,2009,2007.317808,0,0,0,0,0,1,0,0
CAT,104.49,2700,42588,59832.1622,2817,20101231,2010,2007.317808,0,0,0,0,0,1,0,0
CAT,112.887,3557,51324,26870.2111,2817,20081231,2008,2007.317808,0,0,0,0,0,1,0,0
CVC,17.815,291.857,6700.848,3900.6598,12485,20111231,2011,2006.561644,0,0,0,0,0,1,0,0
CVC,20.425,89.32,5175.911,6792.8986,12485,20051231,2005,2006.561644,0,0,0,0,0,1,0,0
CVC,18.889,233.523,6692.559,3954.6031,12485,20121231,2012,2006.561644,0,0,0,0,0,1,0,0
CVC,20.465,285.572,7773.276,7798.208,12485,20091231,2009,2006.561644,0,0,0,0,0,1,0,0
CVC,20.105,-227.576,7230.116,5003.7029,12485,20081231,2008,2006.561644,0,0,0,0,0,1,0,0
CVC,14.177,175.449,6513.043,8827.049,12485,20151231,2015,2006.561644,0,0,0,0,0,1,0,0
CVC,16.705,218.456,6484.481,7209.6885,12485,20071231,2007,2006.561644,0,0,0,0,0,1,0,0
CVC,14.968,311.439,6460.946,5662.7491,12485,20141231,2014,2006.561644,0,0,0,0,0,1,0,0
CVC,16.218,-126.465,5927.462,8326.9824,12485,20061231,2006,2006.561644,0,0,0,0,0,1,0,0
CVC,15.369,465.661,6232.152,4800.5065,12485,20131231,2013,2006.561644,0,0,0,0,0,1,0,0
CVC,18.138,360.948,7231.249,9989.6695,12485,20101231,2010,2006.561644,0,0,0,0,0,1,0,0
CVS,211,3696,98729,44804.11,7241,20091231,2009,2012.923497,0,0,0,0,1,0,0,0
CVS,211,3696,98729,44804.11,7241,20091231,2009,2011.183562,0,0,0,1,0,0,0,0
CVS,243,5237,153290,107644.77,7241,20151231,2015,2012.923497,0,0,0,0,1,0,0,0
CVS,243,5237,153290,107644.77,7241,20151231,2015,2011.183562,0,0,0,1,0,0,0,0
CVS,217.8,4644,139367,109793.4,7241,20141231,2014,2012.923497,0,0,0,0,1,0,0,0
CVS,217.8,4644,139367,109793.4,7241,20141231,2014,2011.183562,0,0,0,1,0,0,0,0
CVS,215,3212.1,87471.9,41301.2481,7241,20081231,2008,2012.923497,0,0,0,0,1,0,0,0
CVS,215,3212.1,87471.9,41301.2481,7241,20081231,2008,2011.183562,0,0,0,1,0,0,0,0
CVS,201,3427,96413,47391.51,7241,20101231,2010,2012.923497,0,0,0,0,1,0,0,0
CVS,201,3427,96413,47391.51,7241,20101231,2010,2011.183562,0,0,0,1,0,0,0,0
CVS,203,3877,123133,59518.85,7241,20121231,2012,2012.923497,0,0,0,0,1,0,0,0
CVS,203,3877,123133,59518.85,7241,20121231,2012,2011.183562,0,0,0,1,0,0,0,0
CVS,202,3461,107100,52932.44,7241,20111231,2011,2012.923497,0,0,0,0,1,0,0,0
CVS,202,3461,107100,52932.44,7241,20111231,2011,2011.183562,0,0,0,1,0,0,0,0
CVS,148,1224.7,37006.2,21514.0174,7241,20051231,2005,2012.923497,0,0,0,0,1,0,0,0
CVS,148,1224.7,37006.2,21514.0174,7241,20051231,2005,2011.183562,0,0,0,1,0,0,0,0
CVS,200,2637,76329.5,56732.5118,7241,20071231,2007,2012.923497,0,0,0,0,1,0,0,0
CVS,200,2637,76329.5,56732.5118,7241,20071231,2007,2011.183562,0,0,0,1,0,0,0,0
CVS,208,4592,126761,84452.6,7241,20131231,2013,2012.923497,0,0,0,0,1,0,0,0
CVS,208,4592,126761,84452.6,7241,20131231,2013,2011.183562,0,0,0,1,0,0,0,0
CVS,176,1368.9,43813.8,25523.5307,7241,20061231,2006,2012.923497,0,0,0,0,1,0,0,0
CVS,176,1368.9,43813.8,25523.5307,7241,20061231,2006,2011.183562,0,0,0,1,0,0,0,0
D,15.8,2808,15197,24820.32,4029,20101231,2010,2006.646575,0,0,0,0,0,1,0,0
D,15.8,1408,14379,30255.6,4029,20111231,2011,2006.646575,0,0,0,0,0,1,0,0
D,17.9,1287,15131,23313.08,4029,20091231,2009,2006.646575,0,0,0,0,0,1,0,0
D,14.7,1899,11683,40313.44,4029,20151231,2015,2006.646575,0,0,0,0,0,1,0,0
D,14.5,1697,13120,37584.89,4029,20131231,2013,2006.646575,0,0,0,0,0,1,0,0
D,17.5,1396,16482,29260.16,4029,20061231,2006,2006.646575,0,0,0,0,0,1,0,0
D,17,2555,15674,27378.65,4029,20071231,2007,2006.646575,0,0,0,0,0,1,0,0
D,14.4,1310,12436,44986.5,4029,20141231,2014,2006.646575,0,0,0,0,0,1,0,0
D,17.4,1049,18041,26788.4,4029,20051231,2005,2006.646575,0,0,0,0,0,1,0,0
D,18,1851,16290,20894.72,4029,20081231,2008,2006.646575,0,0,0,0,0,1,0,0
D,15.5,302,13093,29836.8,4029,20121231,2012,2006.646575,0,0,0,0,0,1,0,0
DBD,16,-181.605,2857.491,2114.8847,3946,20131231,2013,2006.663014,0,0,0,0,0,1,0,0
DBD,16.515,144.815,2835.848,1879.796,3946,20111231,2011,2006.663014,0,0,0,0,0,1,0,0
DBD,15.451,86.547,2906.232,3056.7736,3946,20061231,2006,2006.663014,0,0,0,0,0,1,0,0
DBD,15,73.7,2419.3,1955.9102,3946,20151231,2015,2006.663014,0,0,0,0,0,1,0,0
DBD,16.751,78.454,2991.693,1935.807,3946,20121231,2012,2006.663014,0,0,0,0,0,1,0,0
DBD,16.658,88.583,3170.08,1857.1704,3946,20081231,2008,2006.663014,0,0,0,0,0,1,0,0
DBD,16.942,39.541,2964.837,1911.6947,3946,20071231,2007,2006.663014,0,0,0,0,0,1,0,0
DBD,16,114.417,3051.053,2238.8525,3946,20141231,2014,2006.663014,0,0,0,0,0,1,0,0
DBD,16.124,-20.252,2823.793,2106.2299,3946,20101231,2010,2006.663014,0,0,0,0,0,1,0,0
DBD,16.397,26.026,2718.292,1887.0316,3946,20091231,2009,2006.663014,0,0,0,0,0,1,0,0
DBD,14.603,96.746,2587.049,2611.436,3946,20051231,2005,2006.663014,0,0,0,0,0,1,0,0
DFS,10.3,764.788,8241.217,NA,177376,20101130,2010,2013.967123,0,0,0,0,0,0,0,1
DFS,10.3,764.788,8241.217,NA,177376,20101130,2010,2013.860274,0,0,0,0,0,0,0,1
DFS,10.3,764.788,8241.217,NA,177376,20101130,2010,2012.625683,0,0,0,0,0,0,0,1
DFS,14,1076.616,5997.465,NA,177376,20061130,2006,2013.967123,0,0,0,0,0,0,0,1
DFS,14,1076.616,5997.465,NA,177376,20061130,2006,2013.860274,0,0,0,0,0,0,0,1
DFS,14,1076.616,5997.465,NA,177376,20061130,2006,2012.625683,0,0,0,0,0,0,0,1
DFS,14.676,2323,9789,29417.3221,177376,20141231,2014,2013.967123,0,0,0,0,0,0,0,1
DFS,14.676,2323,9789,29417.3221,177376,20141231,2014,2013.860274,0,0,0,0,0,0,0,1
DFS,14.676,2323,9789,29417.3221,177376,20141231,2014,2012.625683,0,0,0,0,0,0,0,1
DFS,11.9,927.75,6093.387,NA,177376,20081130,2008,2013.967123,0,0,0,0,0,0,0,1
DFS,11.9,927.75,6093.387,NA,177376,20081130,2008,2013.860274,0,0,0,0,0,0,0,1
DFS,11.9,927.75,6093.387,NA,177376,20081130,2008,2012.625683,0,0,0,0,0,0,0,1
DFS,11.65,2226.708,8543.478,NA,177376,20111130,2011,2013.967123,0,0,0,0,0,0,0,1
DFS,11.65,2226.708,8543.478,NA,177376,20111130,2011,2013.860274,0,0,0,0,0,0,0,1
DFS,11.65,2226.708,8543.478,NA,177376,20111130,2011,2012.625683,0,0,0,0,0,0,0,1
DFS,NA,577.915,5111.848,NA,177376,20051130,2005,2013.967123,0,0,0,0,0,0,0,1
DFS,NA,577.915,5111.848,NA,177376,20051130,2005,2013.860274,0,0,0,0,0,0,0,1
DFS,NA,577.915,5111.848,NA,177376,20051130,2005,2012.625683,0,0,0,0,0,0,0,1
DFS,15.036,2297,10002,22610.428,177376,20151231,2015,2013.967123,0,0,0,0,0,0,0,1
DFS,15.036,2297,10002,22610.428,177376,20151231,2015,2013.860274,0,0,0,0,0,0,0,1
DFS,15.036,2297,10002,22610.428,177376,20151231,2015,2012.625683,0,0,0,0,0,0,0,1
DFS,12.8,588.63,6434.288,NA,177376,20071130,2007,2013.967123,0,0,0,0,0,0,0,1
DFS,12.8,588.63,6434.288,NA,177376,20071130,2007,2013.860274,0,0,0,0,0,0,0,1
DFS,12.8,588.63,6434.288,NA,177376,20071130,2007,2012.625683,0,0,0,0,0,0,0,1
DFS,13.009,2345,8984,20716.4123,177376,20121130,2012,2013.967123,0,0,0,0,0,0,0,1
DFS,13.009,2345,8984,20716.4123,177376,20121130,2012,2013.860274,0,0,0,0,0,0,0,1
DFS,13.009,2345,8984,20716.4123,177376,20121130,2012,2012.625683,0,0,0,0,0,0,0,1
DFS,14.128,2470,9370,NA,177376,20131231,2013,2013.967123,0,0,0,0,0,0,0,1
DFS,14.128,2470,9370,NA,177376,20131231,2013,2013.860274,0,0,0,0,0,0,0,1
DFS,14.128,2470,9370,NA,177376,20131231,2013,2012.625683,0,0,0,0,0,0,0,1
DFS,10.5,1276.185,6093.977,NA,177376,20091130,2009,2013.967123,0,0,0,0,0,0,0,1
DFS,10.5,1276.185,6093.977,NA,177376,20091130,2009,2013.860274,0,0,0,0,0,0,0,1
DFS,10.5,1276.185,6093.977,NA,177376,20091130,2009,2012.625683,0,0,0,0,0,0,0,1
DGX,44,709,7493,10173.02,64166,20151231,2015,2012.70765,0,0,0,1,0,0,0,0
DGX,45,556,7435,9656.64,64166,20141231,2014,2012.70765,0,0,0,1,0,0,0,0
DGX,41,555.721,7382.562,9225.9474,64166,20121231,2012,2012.70765,0,0,0,1,0,0,0,0
DGX,42,470.567,7510.49,9139.8052,64166,20111231,2011,2012.70765,0,0,0,1,0,0,0,0
DGX,43,729.111,7455.243,11067.2313,64166,20091231,2009,2012.70765,0,0,0,1,0,0,0,0
DGX,42,720.894,7368.925,9213.5965,64166,20101231,2010,2012.70765,0,0,0,1,0,0,0,0
DGX,42.8,581.49,7249.447,9882.3143,64166,20081231,2008,2012.70765,0,0,0,1,0,0,0,0
DGX,41.5,546.277,5503.711,10216.4634,64166,20051231,2005,2012.70765,0,0,0,1,0,0,0,0
DGX,43.5,339.939,6704.907,10264.716,64166,20071231,2007,2012.70765,0,0,0,1,0,0,0,0
DGX,41,586.421,6268.659,10279.297,64166,20061231,2006,2012.70765,0,0,0,1,0,0,0,0
DGX,41,849,7146,7709.76,64166,20131231,2013,2012.70765,0,0,0,1,0,0,0,0
EFX,7,272.1,2160.5,6516.048,4423,20121231,2012,2006.465753,0,0,0,0,0,1,0,0
EFX,6.6,233.9,1824.5,3898.318,4423,20091231,2009,2006.465753,0,0,0,0,0,1,0,0
EFX,7.5,367.4,2436.4,9655.878,4423,20141231,2014,2006.465753,0,0,0,0,0,1,0,0
EFX,7,351.8,2303.9,8422.071,4423,20131231,2013,2006.465753,0,0,0,0,0,1,0,0
EFX,4.96,274.5,1546.3,5062.82,4423,20061231,2006,2006.465753,0,0,0,0,0,1,0,0
EFX,6.5,266.7,1859.5,4364.56,4423,20101231,2010,2006.465753,0,0,0,0,0,1,0,0
EFX,4.6,246.5,1443.4,4912.184,4423,20051231,2005,2006.465753,0,0,0,0,0,1,0,0
EFX,7,272.7,1843,4715.892,4423,20071231,2007,2006.465753,0,0,0,0,0,1,0,0
EFX,6.5,232.9,1959.8,4633.304,4423,20111231,2011,2006.465753,0,0,0,0,0,1,0,0
EFX,6.5,272.8,1935.7,3349.476,4423,20081231,2008,2006.465753,0,0,0,0,0,1,0,0
EFX,8,429.1,2663.6,13219.619,4423,20151231,2015,2006.465753,0,0,0,0,0,1,0,0
F,213,-14672,146277,5487.5751,4839,20081231,2008,2005.972603,0,0,0,0,0,0,1,0
F,171,5665,134252,50793.1116,4839,20121231,2012,2005.972603,0,0,0,0,0,0,1,0
F,199,7373,149558,55930.4382,4839,20151231,2015,2005.972603,0,0,0,0,0,0,1,0
F,246,-2723,172455,14853.1235,4839,20071231,2007,2005.972603,0,0,0,0,0,0,1,0
F,198,2717,118308,33682.66,4839,20091231,2009,2005.972603,0,0,0,0,0,0,1,0
F,187,3187,144077,61317.101,4839,20141231,2014,2005.972603,0,0,0,0,0,0,1,0
F,300,1440,176896,14391.1454,4839,20051231,2005,2005.972603,0,0,0,0,0,0,1,0
F,283,-12613,160123,14212.9604,4839,20061231,2006,2005.972603,0,0,0,0,0,0,1,0
F,181,7155,146917,60853.1735,4839,20131231,2013,2005.972603,0,0,0,0,0,0,1,0
F,164,20213,136264,40896.0377,4839,20111231,2011,2005.972603,0,0,0,0,0,0,1,0
F,164,6561,128954,63511.7177,4839,20101231,2010,2005.972603,0,0,0,0,0,0,1,0
FNF,56.883,586,8026,NA,165264,20141231,2014,2007.50137,0,0,0,1,0,0,0,0
FNF,56.883,586,8026,NA,165264,20141231,2014,2007.728767,0,0,0,0,0,1,0,0
FNF,17.8,437.761,9436.101,5287.3424,165264,20061231,2006,2007.50137,0,0,0,1,0,0,0,0
FNF,17.8,437.761,9436.101,5287.3424,165264,20061231,2006,2007.728767,0,0,0,0,0,1,0,0
FNF,19.5,538.981,6315.861,4244.692,165264,20051231,2005,2007.50137,0,0,0,1,0,0,0,0
FNF,19.5,538.981,6315.861,4244.692,165264,20051231,2005,2007.728767,0,0,0,0,0,1,0,0
FNF,13.7,-179.016,4329.095,3814.5283,165264,20081231,2008,2007.50137,0,0,0,1,0,0,0,0
FNF,13.7,-179.016,4329.095,3814.5283,165264,20081231,2008,2007.728767,0,0,0,0,0,1,0,0
FNF,17.2,222.3,5828.4,3098.7208,165264,20091231,2009,2007.50137,0,0,0,1,0,0,0,0
FNF,17.2,222.3,5828.4,3098.7208,165264,20091231,2009,2007.728767,0,0,0,0,0,1,0,0
FNF,17.396,369.5,4839.6,3515.3846,165264,20111231,2011,2007.50137,0,0,0,1,0,0,0,0
FNF,17.396,369.5,4839.6,3515.3846,165264,20111231,2011,2007.728767,0,0,0,0,0,1,0,0
FNF,18.2,370.1,5740.3,3060.8726,165264,20101231,2010,2007.50137,0,0,0,1,0,0,0,0
FNF,18.2,370.1,5740.3,3060.8726,165264,20101231,2010,2007.728767,0,0,0,0,0,1,0,0
FNF,54.091,527,9160,9561.3273,165264,20151231,2015,2007.50137,0,0,0,1,0,0,0,0
FNF,54.091,527,9160,9561.3273,165264,20151231,2015,2007.728767,0,0,0,0,0,1,0,0
FNF,60.451,606.5,7026.5,NA,165264,20121231,2012,2007.50137,0,0,0,1,0,0,0,0
FNF,60.451,606.5,7026.5,NA,165264,20121231,2012,2007.728767,0,0,0,0,0,1,0,0
FNF,63.861,402,8571,NA,165264,20131231,2013,2007.50137,0,0,0,1,0,0,0,0
FNF,63.861,402,8571,NA,165264,20131231,2013,2007.728767,0,0,0,0,0,1,0,0
FNF,15.5,129.769,5524.01,3112.4706,165264,20071231,2007,2007.50137,0,0,0,1,0,0,0,0
FNF,15.5,129.769,5524.01,3112.4706,165264,20071231,2007,2007.728767,0,0,0,0,0,1,0,0
GE,333,-6127,115158,292164.8212,5047,20151231,2015,2007.106849,0,0,0,0,0,1,0,0
GE,333,-6127,115158,292164.8212,5047,20151231,2015,2006.731507,0,0,0,0,0,1,0,0
GE,327,22208,169719,370240.2949,5047,20071231,2007,2007.106849,0,0,0,0,0,1,0,0
GE,327,22208,169719,370240.2949,5047,20071231,2007,2006.731507,0,0,0,0,0,1,0,0
GE,304,11025,155777,161332.3248,5047,20091231,2009,2007.106849,0,0,0,0,0,1,0,0
GE,304,11025,155777,161332.3248,5047,20091231,2009,2006.731507,0,0,0,0,0,1,0,0
GE,307,13060,141024,282006.4944,5047,20131231,2013,2007.106849,0,0,0,0,0,1,0,0
GE,307,13060,141024,282006.4944,5047,20131231,2013,2006.731507,0,0,0,0,0,1,0,0
GE,305,13641,144796,218414.0688,5047,20121231,2012,2007.106849,0,0,0,0,0,1,0,0
GE,305,13641,144796,218414.0688,5047,20121231,2012,2006.731507,0,0,0,0,0,1,0,0
GE,319,20829,160854,382421.0493,5047,20061231,2006,2007.106849,0,0,0,0,0,1,0,0
GE,319,20829,160854,382421.0493,5047,20061231,2006,2006.731507,0,0,0,0,0,1,0,0
GE,301,14151,141547,189362.7345,5047,20111231,2011,2007.106849,0,0,0,0,0,1,0,0
GE,301,14151,141547,189362.7345,5047,20111231,2011,2006.731507,0,0,0,0,0,1,0,0
GE,305,15233,146156,254149.9926,5047,20141231,2014,2007.106849,0,0,0,0,0,1,0,0
GE,305,15233,146156,254149.9926,5047,20141231,2014,2006.731507,0,0,0,0,0,1,0,0
GE,287,11644,149060,194155.227,5047,20101231,2010,2007.106849,0,0,0,0,0,1,0,0
GE,287,11644,149060,194155.227,5047,20101231,2010,2006.731507,0,0,0,0,0,1,0,0
GE,316,16711,148559,367473.5934,5047,20051231,2005,2007.106849,0,0,0,0,0,1,0,0
GE,316,16711,148559,367473.5934,5047,20051231,2005,2006.731507,0,0,0,0,0,1,0,0
GE,323,17410,180929,170697.7314,5047,20081231,2008,2007.106849,0,0,0,0,0,1,0,0
GE,323,17410,180929,170697.7314,5047,20081231,2008,2006.731507,0,0,0,0,0,1,0,0
GM,215,9687,152356,51015,5073,20151231,2015,2006.19726,0,0,0,1,0,0,0,0
GM,215,9687,152356,51015,5073,20151231,2015,2012.587432,0,0,0,1,0,0,0,0
GM,243,-30860,148979,1953.5456,5073,20081231,2008,2006.19726,0,0,0,1,0,0,0,0
GM,243,-30860,148979,1953.5456,5073,20081231,2008,2012.587432,0,0,0,1,0,0,0,0
GM,213,6188,152256,39392.5624,5073,20121231,2012,2006.19726,0,0,0,1,0,0,0,0
GM,213,6188,152256,39392.5624,5073,20121231,2012,2012.587432,0,0,0,1,0,0,0,0
GM,216,3949,155929,55856,5073,20141231,2014,2006.19726,0,0,0,1,0,0,0,0
GM,216,3949,155929,55856,5073,20141231,2014,2012.587432,0,0,0,1,0,0,0,0
GM,217,104821,104589,235.5,5073,20091231,2009,2006.19726,0,0,0,1,0,0,0,0
GM,217,104821,104589,235.5,5073,20091231,2009,2012.587432,0,0,0,1,0,0,0,0
GM,266,-38732,181122,14089.2085,5073,20071231,2007,2006.19726,0,0,0,1,0,0,0,0
GM,266,-38732,181122,14089.2085,5073,20071231,2007,2012.587432,0,0,0,1,0,0,0,0
GM,280,-1978,207349,17377.3824,5073,20061231,2006,2006.19726,0,0,0,1,0,0,0,0
GM,280,-1978,207349,17377.3824,5073,20061231,2006,2012.587432,0,0,0,1,0,0,0,0
GM,335,-10567,190215,10982.3596,5073,20051231,2005,2006.19726,0,0,0,1,0,0,0,0
GM,335,-10567,190215,10982.3596,5073,20051231,2005,2012.587432,0,0,0,1,0,0,0,0
GM,219,5346,155427,61305,5073,20131231,2013,2006.19726,0,0,0,1,0,0,0,0
GM,219,5346,155427,61305,5073,20131231,2013,2012.587432,0,0,0,1,0,0,0,0
GM,207,9190,150276,31717.0163,5073,20111231,2011,2006.19726,0,0,0,1,0,0,0,0
GM,207,9190,150276,31717.0163,5073,20111231,2011,2012.587432,0,0,0,1,0,0,0,0
GM,202,6172,135592,55295.0498,5073,20101231,2010,2006.19726,0,0,0,1,0,0,0,0
GM,202,6172,135592,55295.0498,5073,20101231,2010,2012.587432,0,0,0,1,0,0,0,0
GPI,7.454,50.304,5509.169,993.5957,65718,20101231,2010,2006.545205,0,0,0,0,0,1,0,0
GPI,9.343,100.209,7476.1,1408.7847,65718,20121231,2012,2006.545205,0,0,0,0,0,1,0,0
GPI,12.886,93.999,10632.505,1772.5155,65718,20151231,2015,2006.545205,0,0,0,0,0,1,0,0
GPI,6.99,34.845,4525.707,693.9797,65718,20091231,2009,2006.545205,0,0,0,0,0,1,0,0
GPI,11.978,93.004,9937.889,2181.2612,65718,20141231,2014,2006.545205,0,0,0,0,0,1,0,0
GPI,8.267,82.394,6079.765,1176.2226,65718,20111231,2011,2006.545205,0,0,0,0,0,1,0,0
GPI,8.932,67.952,6392.997,548.7438,65718,20071231,2007,2006.545205,0,0,0,0,0,1,0,0
GPI,8.785,88.39,6083.484,1254.7789,65718,20061231,2006,2006.545205,0,0,0,0,0,1,0,0
GPI,11.51,113.992,8918.581,1726.7803,65718,20131231,2013,2006.545205,0,0,0,0,0,1,0,0
GPI,7.687,-31.493,5654.087,257.8984,65718,20081231,2008,2006.545205,0,0,0,0,0,1,0,0
GPI,8.4,54.231,5969.59,754.8229,65718,20051231,2005,2006.545205,0,0,0,0,0,1,0,0
GPS,141,920,15797,9813.84,4990,20160131,2015,2010.287671,0,0,0,1,0,0,0,0
GPS,141,920,15797,9813.84,4990,20160131,2015,2007.739726,0,0,0,0,0,1,0,0
GPS,132,833,14549,9205.3,4990,20120131,2011,2010.287671,0,0,0,1,0,0,0,0
GPS,132,833,14549,9205.3,4990,20120131,2011,2007.739726,0,0,0,0,0,1,0,0
GPS,136,1135,15651,15130.84,4990,20130131,2012,2010.287671,0,0,0,1,0,0,0,0
GPS,136,1135,15651,15130.84,4990,20130131,2012,2007.739726,0,0,0,0,0,1,0,0
GPS,153,1113,16023,15502.8767,4990,20060131,2005,2010.287671,0,0,0,1,0,0,0,0
GPS,153,1113,16023,15502.8767,4990,20060131,2005,2007.739726,0,0,0,0,0,1,0,0
GPS,141,1262,16435,17340.99,4990,20150131,2014,2010.287671,0,0,0,1,0,0,0,0
GPS,141,1262,16435,17340.99,4990,20150131,2014,2007.739726,0,0,0,0,0,1,0,0
GPS,134,1204,14664,11330.76,4990,20110131,2010,2010.287671,0,0,0,1,0,0,0,0
GPS,134,1204,14664,11330.76,4990,20110131,2010,2007.739726,0,0,0,0,0,1,0,0
GPS,135,1102,14197,12898.08,4990,20100131,2009,2010.287671,0,0,0,1,0,0,0,0
GPS,135,1102,14197,12898.08,4990,20100131,2009,2007.739726,0,0,0,0,0,1,0,0
GPS,137,1280,16148,16983.68,4990,20140131,2013,2010.287671,0,0,0,1,0,0,0,0
GPS,137,1280,16148,16983.68,4990,20140131,2013,2007.739726,0,0,0,0,0,1,0,0
GPS,134,967,14526,7828.32,4990,20090131,2008,2010.287671,0,0,0,1,0,0,0,0
GPS,134,967,14526,7828.32,4990,20090131,2008,2007.739726,0,0,0,0,0,1,0,0
GPS,150,833,15763,14012.06,4990,20080131,2007,2010.287671,0,0,0,1,0,0,0,0
GPS,150,833,15763,14012.06,4990,20080131,2007,2007.739726,0,0,0,0,0,1,0,0
GPS,154,778,15943,15601.9071,4990,20070131,2006,2010.287671,0,0,0,1,0,0,0,0
GPS,154,778,15943,15601.9071,4990,20070131,2006,2007.739726,0,0,0,0,0,1,0,0
GPS,152,1150,16267,18940.9036,4990,20050131,2004,2010.287671,0,0,0,1,0,0,0,0
GPS,152,1150,16267,18940.9036,4990,20050131,2004,2007.739726,0,0,0,0,0,1,0,0
HD,322,2260,71288,36514.88,5680,20090131,2008,2012.281421,0,0,0,1,0,0,0,0
HD,322,2260,71288,36514.88,5680,20090131,2008,2010.950685,0,0,0,1,0,0,0,0
HD,322,2260,71288,36514.88,5680,20090131,2008,2007.791781,0,0,0,0,0,1,0,0
HD,322,2260,71288,36514.88,5680,20090131,2008,2007.391781,0,0,0,0,0,1,0,0
HD,322,2260,71288,36514.88,5680,20090131,2008,2014.09863,0,0,0,1,0,0,0,0
HD,322,2260,71288,36514.88,5680,20090131,2008,2007.326027,0,0,0,0,0,1,0,0
HD,321,3338,67997,59677.71,5680,20110131,2010,2012.281421,0,0,0,1,0,0,0,0
HD,321,3338,67997,59677.71,5680,20110131,2010,2010.950685,0,0,0,1,0,0,0,0
HD,321,3338,67997,59677.71,5680,20110131,2010,2007.791781,0,0,0,0,0,1,0,0
HD,321,3338,67997,59677.71,5680,20110131,2010,2007.391781,0,0,0,0,0,1,0,0
HD,321,3338,67997,59677.71,5680,20110131,2010,2014.09863,0,0,0,1,0,0,0,0
HD,321,3338,67997,59677.71,5680,20110131,2010,2007.326027,0,0,0,0,0,1,0,0
HD,317,2661,65955,47560.98,5680,20100131,2009,2012.281421,0,0,0,1,0,0,0,0
HD,317,2661,65955,47560.98,5680,20100131,2009,2010.950685,0,0,0,1,0,0,0,0
